node_index,root_id,type,family,role,side
0,720575940596125868,T5c,T5 Neuron,input,right
1,720575940599457990,T4b,T4 Neuron,input,right
2,720575940599459782,T5b,T5 Neuron,input,right
3,720575940599704006,T5a,T5 Neuron,input,right
4,720575940599729862,T5a,T5 Neuron,input,right
5,720575940599733446,T5b,T5 Neuron,input,right
6,720575940599755718,T4a,T4 Neuron,input,right
7,720575940599763910,T5b,T5 Neuron,input,right
8,720575940600071689,T5b,T5 Neuron,input,right
9,720575940600101641,T4a,T4 Neuron,input,right
10,720575940600124169,T5b,T5 Neuron,input,right
11,720575940600143369,T4a,T4 Neuron,input,right
12,720575940600150793,T5a,T5 Neuron,input,right
13,720575940600547529,T4a,T4 Neuron,input,right
14,720575940600850441,T4c,T4 Neuron,input,right
15,720575940600866569,T5d,T5 Neuron,input,right
16,720575940600934665,T4d,T4 Neuron,input,right
17,720575940601206499,T4b,T4 Neuron,input,right
18,720575940601263473,T4a,T4 Neuron,input,left
19,720575940601672201,T4b,T4 Neuron,input,right
20,720575940602140862,T5b,T5 Neuron,input,right
21,720575940602497726,T5c,T5 Neuron,input,right
22,720575940602577598,T5a,T5 Neuron,input,right
23,720575940602737598,T5a,T5 Neuron,input,right
24,720575940602790610,T5c,T5 Neuron,input,right
25,720575940602928608,T4c,T4 Neuron,input,right
26,720575940603022304,T4a,T4 Neuron,input,left
27,720575940603339232,T4c,T4 Neuron,input,right
28,720575940603349216,T5d,T5 Neuron,input,left
29,720575940603356896,T4d,T4 Neuron,input,right
30,720575940603365980,T5a,T5 Neuron,input,right
31,720575940603373916,T5a,T5 Neuron,input,right
32,720575940603390380,T5c,T5 Neuron,input,left
33,720575940603391712,T4c,T4 Neuron,input,right
34,720575940603391778,T5d,T5 Neuron,input,left
35,720575940603392546,T5b,T5 Neuron,input,left
36,720575940603394272,T4c,T4 Neuron,input,right
37,720575940603404834,T5d,T5 Neuron,input,left
38,720575940603471811,T5d,T5 Neuron,input,left
39,720575940603487456,T5d,T5 Neuron,input,left
40,720575940603491957,T4a,T4 Neuron,input,right
41,720575940603498357,T4d,T4 Neuron,input,right
42,720575940603498613,T4c,T4 Neuron,input,right
43,720575940603498869,T4b,T4 Neuron,input,right
44,720575940603526005,T4a,T4 Neuron,input,right
45,720575940603544363,T5d,T5 Neuron,input,left
46,720575940603556981,T4d,T4 Neuron,input,right
47,720575940603563893,T4c,T4 Neuron,input,right
48,720575940603568757,T4a,T4 Neuron,input,right
49,720575940603604258,T5b,T5 Neuron,input,left
50,720575940603605538,T4a,T4 Neuron,input,left
51,720575940603688226,T5b,T5 Neuron,input,left
52,720575940603714652,T5b,T5 Neuron,input,right
53,720575940603761836,T5a,T5 Neuron,input,right
54,720575940603797420,T4c,T4 Neuron,input,right
55,720575940603818464,T5c,T5 Neuron,input,left
56,720575940603842476,T4d,T4 Neuron,input,right
57,720575940603873033,T5b,T5 Neuron,input,right
58,720575940603904496,T4c,T4 Neuron,input,right
59,720575940603940012,T5a,T5 Neuron,input,right
60,720575940604084704,T5b,T5 Neuron,input,right
61,720575940604105137,T5b,T5 Neuron,input,right
62,720575940604142453,T4c,T4 Neuron,input,right
63,720575940604179372,T5b,T5 Neuron,input,left
64,720575940604180140,T4b,T4 Neuron,input,right
65,720575940604192992,T5d,T5 Neuron,input,left
66,720575940604198828,T4a,T4 Neuron,input,left
67,720575940604221356,T5c,T5 Neuron,input,left
68,720575940604323808,T5c,T5 Neuron,input,right
69,720575940604324320,T5c,T5 Neuron,input,right
70,720575940604324576,T4b,T4 Neuron,input,left
71,720575940604337632,T4b,T4 Neuron,input,left
72,720575940604383776,T4a,T4 Neuron,input,right
73,720575940604386594,T4a,T4 Neuron,input,left
74,720575940604411616,T5b,T5 Neuron,input,right
75,720575940604412896,T5c,T5 Neuron,input,right
76,720575940604413664,T5b,T5 Neuron,input,right
77,720575940604427232,T5b,T5 Neuron,input,right
78,720575940604432864,T5a,T5 Neuron,input,right
79,720575940604435061,T4b,T4 Neuron,input,right
80,720575940604436720,T4d,T4 Neuron,input,right
81,720575940604457200,T5c,T5 Neuron,input,right
82,720575940604474982,T4a,T4 Neuron,input,right
83,720575940604478065,T4b,T4 Neuron,input,left
84,720575940604487968,T5d,T5 Neuron,input,right
85,720575940604495537,T5d,T5 Neuron,input,left
86,720575940604511776,T5c,T5 Neuron,input,right
87,720575940604521952,T4c,T4 Neuron,input,right
88,720575940604544358,T5a,T5 Neuron,input,right
89,720575940604565280,T4a,T4 Neuron,input,left
90,720575940604567486,T4d,T4 Neuron,input,right
91,720575940604618417,T5a,T5 Neuron,input,left
92,720575940604622453,T4c,T4 Neuron,input,right
93,720575940604629681,T5c,T5 Neuron,input,left
94,720575940604635253,T4c,T4 Neuron,input,right
95,720575940604636021,T4c,T4 Neuron,input,right
96,720575940604636789,T4c,T4 Neuron,input,right
97,720575940604637045,T4d,T4 Neuron,input,right
98,720575940604640945,T4a,T4 Neuron,input,right
99,720575940604652512,T4d,T4 Neuron,input,right
100,720575940604666336,T5c,T5 Neuron,input,left
101,720575940604679664,T4d,T4 Neuron,input,right
102,720575940604694496,T5a,T5 Neuron,input,left
103,720575940604699120,T4b,T4 Neuron,input,right
104,720575940604699825,T4d,T4 Neuron,input,right
105,720575940604704940,T5d,T5 Neuron,input,right
106,720575940604712688,T4a,T4 Neuron,input,right
107,720575940604731569,T5c,T5 Neuron,input,left
108,720575940604732640,T5d,T5 Neuron,input,left
109,720575940604738737,T4d,T4 Neuron,input,right
110,720575940604745456,T4a,T4 Neuron,input,right
111,720575940604766688,T4c,T4 Neuron,input,left
112,720575940604774572,T5a,T5 Neuron,input,right
113,720575940604778156,T5b,T5 Neuron,input,right
114,720575940604781490,T5b,T5 Neuron,input,left
115,720575940604782764,T5c,T5 Neuron,input,right
116,720575940604804798,T4c,T4 Neuron,input,right
117,720575940604805566,T4b,T4 Neuron,input,right
118,720575940604807392,T4d,T4 Neuron,input,left
119,720575940604809184,T5d,T5 Neuron,input,left
120,720575940604811692,T5b,T5 Neuron,input,right
121,720575940604812204,T4c,T4 Neuron,input,right
122,720575940604812465,T4a,T4 Neuron,input,left
123,720575940604818092,T4b,T4 Neuron,input,right
124,720575940604828128,T4a,T4 Neuron,input,left
125,720575940604828849,T4a,T4 Neuron,input,right
126,720575940604830129,T5a,T5 Neuron,input,left
127,720575940604831456,T4a,T4 Neuron,input,right
128,720575940604835756,T4b,T4 Neuron,input,right
129,720575940604836012,T4a,T4 Neuron,input,right
130,720575940604875744,T5b,T5 Neuron,input,right
131,720575940604889056,T4a,T4 Neuron,input,left
132,720575940604894688,T5a,T5 Neuron,input,left
133,720575940604898662,T4c,T4 Neuron,input,right
134,720575940604900832,T5c,T5 Neuron,input,right
135,720575940604902921,T4d,T4 Neuron,input,right
136,720575940604912608,T5c,T5 Neuron,input,left
137,720575940604943394,T4b,T4 Neuron,input,left
138,720575940604943906,T4c,T4 Neuron,input,left
139,720575940604946720,T4d,T4 Neuron,input,right
140,720575940604951840,T4c,T4 Neuron,input,left
141,720575940604959712,T4b,T4 Neuron,input,left
142,720575940604962220,T5b,T5 Neuron,input,left
143,720575940604965548,T5a,T5 Neuron,input,left
144,720575940604979116,T5a,T5 Neuron,input,left
145,720575940604983398,T4c,T4 Neuron,input,right
146,720575940605012140,T5d,T5 Neuron,input,left
147,720575940605018540,T4c,T4 Neuron,input,left
148,720575940605033644,T4a,T4 Neuron,input,left
149,720575940605051052,T5b,T5 Neuron,input,right
150,720575940605055660,T4a,T4 Neuron,input,right
151,720575940605073376,T5a,T5 Neuron,input,left
152,720575940605084774,T5b,T5 Neuron,input,right
153,720575940605087404,T4b,T4 Neuron,input,left
154,720575940605089964,T5d,T5 Neuron,input,left
155,720575940605096550,T5b,T5 Neuron,input,right
156,720575940605113056,T5b,T5 Neuron,input,left
157,720575940605121452,T5a,T5 Neuron,input,left
158,720575940605130668,T4d,T4 Neuron,input,left
159,720575940605135532,T4b,T4 Neuron,input,right
160,720575940605139116,T4c,T4 Neuron,input,right
161,720575940605140396,T5d,T5 Neuron,input,left
162,720575940605143724,T5c,T5 Neuron,input,left
163,720575940605164460,T4b,T4 Neuron,input,left
164,720575940605174700,T5c,T5 Neuron,input,right
165,720575940605180844,T4c,T4 Neuron,input,right
166,720575940605181152,T4d,T4 Neuron,input,right
167,720575940605204960,T4d,T4 Neuron,input,left
168,720575940605206752,T4c,T4 Neuron,input,right
169,720575940605224672,T4a,T4 Neuron,input,left
170,720575940605238705,T5b,T5 Neuron,input,right
171,720575940605241516,T4d,T4 Neuron,input,right
172,720575940605285856,T4c,T4 Neuron,input,left
173,720575940605304166,T5c,T5 Neuron,input,right
174,720575940605306726,T5b,T5 Neuron,input,right
175,720575940605315762,T5a,T5 Neuron,input,left
176,720575940605317600,T5d,T5 Neuron,input,left
177,720575940605334886,T5d,T5 Neuron,input,right
178,720575940605335910,T5c,T5 Neuron,input,right
179,720575940605336422,T5d,T5 Neuron,input,right
180,720575940605338336,T4d,T4 Neuron,input,left
181,720575940605353905,T5b,T5 Neuron,input,right
182,720575940605371494,T5c,T5 Neuron,input,right
183,720575940605373868,T4b,T4 Neuron,input,left
184,720575940605374910,T5a,T5 Neuron,input,right
185,720575940605379104,T4a,T4 Neuron,input,left
186,720575940605384736,T5c,T5 Neuron,input,right
187,720575940605390764,T4a,T4 Neuron,input,left
188,720575940605392160,T5a,T5 Neuron,input,right
189,720575940605394022,T5c,T5 Neuron,input,right
190,720575940605397536,T5c,T5 Neuron,input,right
191,720575940605398048,T4b,T4 Neuron,input,right
192,720575940605398304,T5b,T5 Neuron,input,right
193,720575940605408870,T5b,T5 Neuron,input,right
194,720575940605413129,T5a,T5 Neuron,input,right
195,720575940605413385,T5c,T5 Neuron,input,right
196,720575940605418942,T4c,T4 Neuron,input,right
197,720575940605426278,T5c,T5 Neuron,input,right
198,720575940605426562,T4a,T4 Neuron,input,left
199,720575940605432422,T4c,T4 Neuron,input,right
200,720575940605446590,T4d,T4 Neuron,input,right
201,720575940605453001,T4b,T4 Neuron,input,right
202,720575940605454182,T4b,T4 Neuron,input,left
203,720575940605470310,T4c,T4 Neuron,input,right
204,720575940605475262,T5c,T5 Neuron,input,left
205,720575940605483185,T5a,T5 Neuron,input,left
206,720575940605492670,T5b,T5 Neuron,input,right
207,720575940605500862,T5d,T5 Neuron,input,right
208,720575940605501472,T4c,T4 Neuron,input,left
209,720575940605528166,T4d,T4 Neuron,input,right
210,720575940605535177,T5a,T5 Neuron,input,right
211,720575940605535404,T4c,T4 Neuron,input,left
212,720575940605547552,T4b,T4 Neuron,input,right
213,720575940605550025,T4d,T4 Neuron,input,left
214,720575940605550112,T5c,T5 Neuron,input,right
215,720575940605550624,T4c,T4 Neuron,input,right
216,720575940605559328,T5d,T5 Neuron,input,right
217,720575940605566310,T5c,T5 Neuron,input,right
218,720575940605609830,T4a,T4 Neuron,input,left
219,720575940605613926,T5d,T5 Neuron,input,left
220,720575940605621164,T4d,T4 Neuron,input,left
221,720575940605629356,T4d,T4 Neuron,input,left
222,720575940605632433,T5a,T5 Neuron,input,left
223,720575940605639648,T5c,T5 Neuron,input,left
224,720575940605645758,T4c,T4 Neuron,input,left
225,720575940605658540,T4c,T4 Neuron,input,left
226,720575940605665638,T5c,T5 Neuron,input,left
227,720575940605667686,T4b,T4 Neuron,input,left
228,720575940605671625,T4c,T4 Neuron,input,right
229,720575940605674417,T4d,T4 Neuron,input,right
230,720575940605676041,T5c,T5 Neuron,input,right
231,720575940605676646,T5c,T5 Neuron,input,left
232,720575940605680817,T5b,T5 Neuron,input,left
233,720575940605681073,T4d,T4 Neuron,input,left
234,720575940605686793,T5d,T5 Neuron,input,right
235,720575940605686956,T4c,T4 Neuron,input,left
236,720575940605704638,T4a,T4 Neuron,input,left
237,720575940605706784,T4b,T4 Neuron,input,left
238,720575940605712486,T5d,T5 Neuron,input,right
239,720575940605725105,T5c,T5 Neuron,input,right
240,720575940605734944,T5c,T5 Neuron,input,right
241,720575940605737318,T5d,T5 Neuron,input,left
242,720575940605738417,T5d,T5 Neuron,input,right
243,720575940605751008,T4c,T4 Neuron,input,right
244,720575940605756844,T5a,T5 Neuron,input,right
245,720575940605758752,T5d,T5 Neuron,input,right
246,720575940605762406,T4c,T4 Neuron,input,right
247,720575940605764030,T5a,T5 Neuron,input,left
248,720575940605773233,T5c,T5 Neuron,input,right
249,720575940605788337,T5c,T5 Neuron,input,left
250,720575940605793726,T4a,T4 Neuron,input,right
251,720575940605793894,T5b,T5 Neuron,input,right
252,720575940605803744,T4a,T4 Neuron,input,right
253,720575940605813350,T5d,T5 Neuron,input,left
254,720575940605833062,T4b,T4 Neuron,input,right
255,720575940605840514,T4c,T4 Neuron,input,right
256,720575940605842022,T4a,T4 Neuron,input,left
257,720575940605849702,T4a,T4 Neuron,input,left
258,720575940605852192,T4a,T4 Neuron,input,right
259,720575940605855106,T4c,T4 Neuron,input,left
260,720575940605869758,T4d,T4 Neuron,input,left
261,720575940605880497,T4c,T4 Neuron,input,right
262,720575940605886338,T5a,T5 Neuron,input,right
263,720575940605890592,T5d,T5 Neuron,input,left
264,720575940605903532,T5b,T5 Neuron,input,right
265,720575940605907046,T4d,T4 Neuron,input,left
266,720575940605908326,T4a,T4 Neuron,input,left
267,720575940605931180,T5d,T5 Neuron,input,right
268,720575940605934014,T5a,T5 Neuron,input,left
269,720575940605938110,T5b,T5 Neuron,input,left
270,720575940605939814,T4a,T4 Neuron,input,right
271,720575940605945948,T4b,T4 Neuron,input,left
272,720575940605952702,T5c,T5 Neuron,input,right
273,720575940605955174,T5c,T5 Neuron,input,left
274,720575940605961905,T5a,T5 Neuron,input,left
275,720575940605963441,T5b,T5 Neuron,input,left
276,720575940605976422,T5b,T5 Neuron,input,left
277,720575940605977265,T4b,T4 Neuron,input,right
278,720575940605978470,T4c,T4 Neuron,input,left
279,720575940605980262,T5a,T5 Neuron,input,right
280,720575940605980337,T4c,T4 Neuron,input,right
281,720575940605985382,T5b,T5 Neuron,input,left
282,720575940605996209,T5d,T5 Neuron,input,right
283,720575940606009120,T4d,T4 Neuron,input,left
284,720575940606014310,T5b,T5 Neuron,input,right
285,720575940606014566,T5b,T5 Neuron,input,left
286,720575940606014898,T4d,T4 Neuron,input,right
287,720575940606034609,T4d,T4 Neuron,input,left
288,720575940606034865,T4a,T4 Neuron,input,left
289,720575940606053566,T5a,T5 Neuron,input,left
290,720575940606071217,T4d,T4 Neuron,input,right
291,720575940606077374,T5b,T5 Neuron,input,right
292,720575940606104254,T5a,T5 Neuron,input,left
293,720575940606106801,T5d,T5 Neuron,input,left
294,720575940606115942,T4b,T4 Neuron,input,left
295,720575940606118590,T4b,T4 Neuron,input,left
296,720575940606121393,T5a,T5 Neuron,input,left
297,720575940606158624,T5a,T5 Neuron,input,left
298,720575940606162534,T4a,T4 Neuron,input,left
299,720575940606169948,T5a,T5 Neuron,input,left
300,720575940606180966,T4d,T4 Neuron,input,left
301,720575940606181762,T4a,T4 Neuron,input,right
302,720575940606192049,T5a,T5 Neuron,input,left
303,720575940606198193,T4d,T4 Neuron,input,left
304,720575940606198449,T5d,T5 Neuron,input,right
305,720575940606213298,T4a,T4 Neuron,input,left
306,720575940606213664,T4c,T4 Neuron,input,left
307,720575940606233190,T5c,T5 Neuron,input,left
308,720575940606236337,T4d,T4 Neuron,input,right
309,720575940606240433,T5b,T5 Neuron,input,left
310,720575940606260158,T4d,T4 Neuron,input,left
311,720575940606281574,T5d,T5 Neuron,input,left
312,720575940606296497,T5c,T5 Neuron,input,left
313,720575940606310176,T4c,T4 Neuron,input,left
314,720575940606319206,T4d,T4 Neuron,input,right
315,720575940606336614,T4b,T4 Neuron,input,left
316,720575940606340286,T5d,T5 Neuron,input,left
317,720575940606354865,T4b,T4 Neuron,input,left
318,720575940606417609,T5a,T5 Neuron,input,right
319,720575940606444930,T4a,T4 Neuron,input,right
320,720575940606466761,T5c,T5 Neuron,input,right
321,720575940606474417,T5d,T5 Neuron,input,left
322,720575940606480073,T4c,T4 Neuron,input,right
323,720575940606499017,T5b,T5 Neuron,input,right
324,720575940606503602,T4b,T4 Neuron,input,left
325,720575940606521545,T4c,T4 Neuron,input,right
326,720575940606521801,T4c,T4 Neuron,input,right
327,720575940606527922,T4b,T4 Neuron,input,right
328,720575940606530993,T4b,T4 Neuron,input,left
329,720575940606533321,T4a,T4 Neuron,input,left
330,720575940606534601,T5a,T5 Neuron,input,right
331,720575940606539465,T4a,T4 Neuron,input,right
332,720575940606555522,T5a,T5 Neuron,input,right
333,720575940606562481,T5c,T5 Neuron,input,left
334,720575940606569417,T4d,T4 Neuron,input,right
335,720575940606577865,T5c,T5 Neuron,input,right
336,720575940606592713,T5c,T5 Neuron,input,right
337,720575940606594766,T5c,T5 Neuron,input,left
338,720575940606600992,T4d,T4 Neuron,input,left
339,720575940606601417,T5c,T5 Neuron,input,right
340,720575940606603040,T4b,T4 Neuron,input,left
341,720575940606612098,T5c,T5 Neuron,input,right
342,720575940606622082,T5c,T5 Neuron,input,right
343,720575940606624642,T5a,T5 Neuron,input,right
344,720575940606642121,T4d,T4 Neuron,input,right
345,720575940606681278,T5a,T5 Neuron,input,right
346,720575940606716361,T4b,T4 Neuron,input,left
347,720575940606727042,T5a,T5 Neuron,input,right
348,720575940606734002,T5b,T5 Neuron,input,right
349,720575940606734466,T5d,T5 Neuron,input,left
350,720575940606736830,T5a,T5 Neuron,input,right
351,720575940606738562,T5a,T5 Neuron,input,right
352,720575940606742658,T5a,T5 Neuron,input,left
353,720575940606774146,T5d,T5 Neuron,input,right
354,720575940606776706,T5c,T5 Neuron,input,left
355,720575940606786761,T4d,T4 Neuron,input,right
356,720575940606800073,T5b,T5 Neuron,input,right
357,720575940606807729,T5c,T5 Neuron,input,right
358,720575940606821250,T4a,T4 Neuron,input,right
359,720575940606821506,T5c,T5 Neuron,input,right
360,720575940606829257,T4a,T4 Neuron,input,left
361,720575940606835074,T5b,T5 Neuron,input,right
362,720575940606845897,T4c,T4 Neuron,input,left
363,720575940606850249,T4c,T4 Neuron,input,left
364,720575940606854857,T4a,T4 Neuron,input,left
365,720575940606855810,T5d,T5 Neuron,input,right
366,720575940606862281,T4c,T4 Neuron,input,left
367,720575940606862978,T5d,T5 Neuron,input,right
368,720575940606864514,T5a,T5 Neuron,input,right
369,720575940606880713,T4c,T4 Neuron,input,left
370,720575940606920578,T5c,T5 Neuron,input,right
371,720575940606925489,T4d,T4 Neuron,input,left
372,720575940606926722,T5b,T5 Neuron,input,right
373,720575940606934473,T4d,T4 Neuron,input,right
374,720575940606938546,T5c,T5 Neuron,input,right
375,720575940606942130,T4d,T4 Neuron,input,right
376,720575940606947529,T4b,T4 Neuron,input,right
377,720575940606955953,T5b,T5 Neuron,input,left
378,720575940606961538,T5b,T5 Neuron,input,left
379,720575940606964145,T4a,T4 Neuron,input,right
380,720575940606986418,T5d,T5 Neuron,input,right
381,720575940606991817,T4d,T4 Neuron,input,right
382,720575940607017906,T5a,T5 Neuron,input,left
383,720575940607022025,T5a,T5 Neuron,input,left
384,720575940607022722,T4c,T4 Neuron,input,left
385,720575940607033010,T5c,T5 Neuron,input,right
386,720575940607035314,T5b,T5 Neuron,input,right
387,720575940607039618,T4b,T4 Neuron,input,right
388,720575940607040178,T5d,T5 Neuron,input,right
389,720575940607040642,T4b,T4 Neuron,input,left
390,720575940607042994,T5c,T5 Neuron,input,right
391,720575940607046786,T5b,T5 Neuron,input,left
392,720575940607047810,T4d,T4 Neuron,input,right
393,720575940607049673,T4a,T4 Neuron,input,left
394,720575940607063730,T4d,T4 Neuron,input,right
395,720575940607072898,T4c,T4 Neuron,input,left
396,720575940607076482,T4d,T4 Neuron,input,left
397,720575940607081346,T5d,T5 Neuron,input,left
398,720575940607094706,T4b,T4 Neuron,input,left
399,720575940607105458,T4b,T4 Neuron,input,left
400,720575940607114882,T5a,T5 Neuron,input,right
401,720575940607118722,T4c,T4 Neuron,input,left
402,720575940607120258,T4b,T4 Neuron,input,left
403,720575940607123145,T5d,T5 Neuron,input,left
404,720575940607131570,T4c,T4 Neuron,input,right
405,720575940607144137,T4d,T4 Neuron,input,left
406,720575940607147721,T4c,T4 Neuron,input,left
407,720575940607175369,T5b,T5 Neuron,input,left
408,720575940607183538,T5a,T5 Neuron,input,left
409,720575940607194290,T4c,T4 Neuron,input,right
410,720575940607196939,T4c,T4 Neuron,input,left
411,720575940607197826,T4a,T4 Neuron,input,right
412,720575940607204530,T5b,T5 Neuron,input,right
413,720575940607219634,T5b,T5 Neuron,input,left
414,720575940607226802,T5d,T5 Neuron,input,left
415,720575940607243698,T4a,T4 Neuron,input,left
416,720575940607249586,T4c,T4 Neuron,input,left
417,720575940607250699,T5b,T5 Neuron,input,left
418,720575940607259228,T5c,T5 Neuron,input,right
419,720575940607262985,T4c,T4 Neuron,input,left
420,720575940607283977,T4a,T4 Neuron,input,right
421,720575940607288265,T5d,T5 Neuron,input,left
422,720575940607288843,T5d,T5 Neuron,input,right
423,720575940607301554,T4c,T4 Neuron,input,left
424,720575940607307442,T4d,T4 Neuron,input,left
425,720575940607313675,T5a,T5 Neuron,input,left
426,720575940607321353,T4a,T4 Neuron,input,right
427,720575940607334869,T4a,T4 Neuron,input,left
428,720575940607336626,T5b,T5 Neuron,input,left
429,720575940607344476,T4d,T4 Neuron,input,left
430,720575940607353801,T4b,T4 Neuron,input,right
431,720575940607361545,T4b,T4 Neuron,input,right
432,720575940607363593,T4d,T4 Neuron,input,left
433,720575940607364617,T5b,T5 Neuron,input,left
434,720575940607369650,T4a,T4 Neuron,input,left
435,720575940607390219,T4c,T4 Neuron,input,left
436,720575940607411842,T4d,T4 Neuron,input,left
437,720575940607415817,T5d,T5 Neuron,input,left
438,720575940607462274,T4d,T4 Neuron,input,left
439,720575940607463369,T4a,T4 Neuron,input,right
440,720575940607474098,T4b,T4 Neuron,input,left
441,720575940607508169,T5a,T5 Neuron,input,left
442,720575940607509890,T5d,T5 Neuron,input,left
443,720575940607515522,T4c,T4 Neuron,input,left
444,720575940607583939,T5b,T5 Neuron,input,right
445,720575940607589042,T4a,T4 Neuron,input,left
446,720575940607593858,T5c,T5 Neuron,input,left
447,720575940607596162,T4c,T4 Neuron,input,left
448,720575940607599305,T5b,T5 Neuron,input,left
449,720575940607607170,T4b,T4 Neuron,input,left
450,720575940607612290,T5c,T5 Neuron,input,left
451,720575940607613314,T5c,T5 Neuron,input,left
452,720575940607619541,T5b,T5 Neuron,input,left
453,720575940607627868,T5c,T5 Neuron,input,right
454,720575940607632306,T4c,T4 Neuron,input,right
455,720575940607652738,T4d,T4 Neuron,input,left
456,720575940607656882,T4c,T4 Neuron,input,left
457,720575940607662037,T4d,T4 Neuron,input,right
458,720575940607664585,T4c,T4 Neuron,input,left
459,720575940607675337,T5b,T5 Neuron,input,left
460,720575940607678594,T5b,T5 Neuron,input,left
461,720575940607683017,T4d,T4 Neuron,input,left
462,720575940607685387,T5a,T5 Neuron,input,right
463,720575940607688393,T5b,T5 Neuron,input,right
464,720575940607702876,T4c,T4 Neuron,input,right
465,720575940607708873,T4a,T4 Neuron,input,left
466,720575940607743154,T5b,T5 Neuron,input,left
467,720575940607762354,T5c,T5 Neuron,input,right
468,720575940607784405,T4c,T4 Neuron,input,right
469,720575940607786114,T4c,T4 Neuron,input,left
470,720575940607786251,T5c,T5 Neuron,input,right
471,720575940607814106,T4a,T4 Neuron,input,right
472,720575940607814665,T4a,T4 Neuron,input,right
473,720575940607825842,T5c,T5 Neuron,input,left
474,720575940607827657,T5c,T5 Neuron,input,right
475,720575940607851977,T4a,T4 Neuron,input,left
476,720575940607859804,T5b,T5 Neuron,input,right
477,720575940607866313,T4d,T4 Neuron,input,left
478,720575940607867593,T4b,T4 Neuron,input,left
479,720575940607868873,T4c,T4 Neuron,input,left
480,720575940607880028,T5b,T5 Neuron,input,right
481,720575940607902682,T4a,T4 Neuron,input,right
482,720575940607934300,T4b,T4 Neuron,input,left
483,720575940607950466,T4b,T4 Neuron,input,left
484,720575940607955723,T4c,T4 Neuron,input,right
485,720575940607961283,T4d,T4 Neuron,input,right
486,720575940607986115,T4c,T4 Neuron,input,left
487,720575940607987395,T4b,T4 Neuron,input,right
488,720575940607988146,T4b,T4 Neuron,input,left
489,720575940607990658,T4d,T4 Neuron,input,left
490,720575940607990914,T4d,T4 Neuron,input,left
491,720575940608020931,T5d,T5 Neuron,input,right
492,720575940608036803,T4c,T4 Neuron,input,left
493,720575940608041923,T5d,T5 Neuron,input,right
494,720575940608049419,T4b,T4 Neuron,input,right
495,720575940608074162,T4d,T4 Neuron,input,right
496,720575940608082645,T4d,T4 Neuron,input,left
497,720575940608085771,T4c,T4 Neuron,input,right
498,720575940608115418,T4b,T4 Neuron,input,right
499,720575940608119770,T4b,T4 Neuron,input,right
500,720575940608148316,T5c,T5 Neuron,input,left
501,720575940608152962,VSm,VS,processing,left
502,720575940608155605,T5c,T5 Neuron,input,left
503,720575940608162652,T5b,T5 Neuron,input,right
504,720575940608173916,T4b,T4 Neuron,input,right
505,720575940608209842,T5a,T5 Neuron,input,left
506,720575940608221252,T4d,T4 Neuron,input,left
507,720575940608244316,T5d,T5 Neuron,input,right
508,720575940608246281,T5d,T5 Neuron,input,right
509,720575940608253379,T4d,T4 Neuron,input,right
510,720575940608253961,T5c,T5 Neuron,input,right
511,720575940608257754,T4a,T4 Neuron,input,right
512,720575940608259970,T4a,T4 Neuron,input,left
513,720575940608262106,T4a,T4 Neuron,input,right
514,720575940608276233,T5b,T5 Neuron,input,right
515,720575940608278537,T4b,T4 Neuron,input,right
516,720575940608288523,T4a,T4 Neuron,input,right
517,720575940608302601,T5b,T5 Neuron,input,left
518,720575940608305500,T4a,T4 Neuron,input,right
519,720575940608317362,T4c,T4 Neuron,input,right
520,720575940608334345,T5b,T5 Neuron,input,right
521,720575940608336732,T4d,T4 Neuron,input,left
522,720575940608343305,T5c,T5 Neuron,input,right
523,720575940608350556,T5b,T5 Neuron,input,left
524,720575940608350731,T5c,T5 Neuron,input,right
525,720575940608352690,T4b,T4 Neuron,input,right
526,720575940608362076,T4c,T4 Neuron,input,right
527,720575940608363531,T4a,T4 Neuron,input,right
528,720575940608378121,T5c,T5 Neuron,input,right
529,720575940608383324,T5a,T5 Neuron,input,left
530,720575940608386827,T5a,T5 Neuron,input,right
531,720575940608391691,T4a,T4 Neuron,input,right
532,720575940608394249,T4c,T4 Neuron,input,right
533,720575940608395275,T5c,T5 Neuron,input,left
534,720575940608400139,T5b,T5 Neuron,input,right
535,720575940608404235,T5a,T5 Neuron,input,right
536,720575940608404747,T5c,T5 Neuron,input,right
537,720575940608405515,T5d,T5 Neuron,input,right
538,720575940608408282,T4c,T4 Neuron,input,right
539,720575940608419676,T5c,T5 Neuron,input,left
540,720575940608442379,T5d,T5 Neuron,input,right
541,720575940608453212,T4b,T4 Neuron,input,left
542,720575940608454236,T4c,T4 Neuron,input,left
543,720575940608471049,T4c,T4 Neuron,input,left
544,720575940608472797,T5b,T5 Neuron,input,right
545,720575940608474123,T4c,T4 Neuron,input,left
546,720575940608486921,T5d,T5 Neuron,input,right
547,720575940608492299,T5b,T5 Neuron,input,right
548,720575940608498955,T4a,T4 Neuron,input,right
549,720575940608511068,T4a,T4 Neuron,input,right
550,720575940608519689,T4c,T4 Neuron,input,right
551,720575940608528341,T5a,T5 Neuron,input,right
552,720575940608535876,T5d,T5 Neuron,input,right
553,720575940608559369,T4a,T4 Neuron,input,left
554,720575940608562185,T5d,T5 Neuron,input,right
555,720575940608562187,T4b,T4 Neuron,input,left
556,720575940608572764,T4c,T4 Neuron,input,left
557,720575940608584457,T4c,T4 Neuron,input,left
558,720575940608585993,T4c,T4 Neuron,input,right
